lane,shipment_count,total_emissions,average_emissions,average_utilization,average_speed_kmph,average_transit_time_hrs,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Bhubaneswar - Belagavi,7,9659.2,1379.885714,74,47.4,58.07142857,0.051305429,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Belgaum,9,3008.4,334.2666667,75.33333333,45.75555556,21.35555556,0.035745333,Normal,Monitor performance
Bhubaneswar - Bikaner,4,1198.9,299.725,72.5,54,10.875,0.05723075,Normal,Monitor performance
Bhubaneswar - Bilaspur,10,10931,1093.1,66,55.62,32.06,0.1033884,Normal,Monitor performance
Bhubaneswar - Bokaro,9,8929.5,992.1666667,73.77777778,54.37777778,35.02222222,0.061465444,Normal,Monitor performance
Bhubaneswar - Burhanpur,14,12807.7,914.8357143,73.5,47.76428571,46.64285714,0.0549475,Normal,Monitor performance
Bhubaneswar - Chandigarh,11,17295.1,1572.281818,68.72727273,47.38181818,54.31818182,0.087923909,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Chandrapur,11,12802.4,1163.854545,73,48.46363636,45.60909091,0.048578182,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Coimbatore,9,5159.3,573.2555556,71.33333333,49.93333333,26.44444444,0.036900556,Normal,Monitor performance
Bhubaneswar - Cuttack,10,10902.7,1090.27,68.9,49.55,54.15,0.0456525,Normal,Monitor performance
Bhubaneswar - Darbhanga,13,17377.9,1336.761538,77.76923077,49.59230769,62.98461538,0.051772462,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Davangere,3,3402.6,1134.2,69.33333333,55.83333333,51.83333333,0.092883,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Dehradun,11,15892,1444.727273,60.81818182,45.67272727,60.77272727,0.048011091,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Dhanbad,7,9198.2,1314.028571,72,48.61428571,45.5,0.082309571,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Durgapur,8,11843.7,1480.4625,80.375,49.575,51.6375,0.10183875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Faridabad,12,8935.6,744.6333333,73.33333333,50.125,40.79166667,0.0439385,Normal,Monitor performance
Bhubaneswar - Guntur,8,3190.1,398.7625,76.375,52.0125,20.625,0.04907375,Normal,Monitor performance
Bhubaneswar - Gurgaon,9,13269.1,1474.344444,67.55555556,49.55555556,51.3,0.050050222,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Guwahati,14,14490.6,1035.042857,74.92857143,49.24285714,51.69285714,0.033127429,Normal,Monitor performance
Bhubaneswar - Haldia,7,6209.8,887.1142857,66,47.67142857,44.84285714,0.042382571,Normal,Monitor performance
Bhubaneswar - Hassan,10,9825.8,982.58,65,49.73,51.61,0.0434998,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Hoshangabad,8,9973.3,1246.6625,77.875,48.975,55.9625,0.067855625,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Hubli,8,11937.1,1492.1375,69.375,48.1875,59.4625,0.10744375,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Hyderabad,10,10383.9,1038.39,72.6,53.53,35.71,0.0525943,Normal,Monitor performance
Bhubaneswar - Imphal,15,18185.1,1212.34,74,49.61333333,62.68666667,0.061046933,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Indore,11,11673,1061.181818,75.18181818,51.59090909,44.14545455,0.054082545,Normal,Monitor performance
Bhubaneswar - Itanagar,14,24082.8,1720.2,74.14285714,48.33571429,62.2,0.049766643,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Jaipur,6,6401.8,1066.966667,71,48.08333333,46.25,0.048568667,Normal,Monitor performance
Bhubaneswar - Jalandhar,8,10176.2,1272.025,68.125,53.6875,42.7375,0.039526,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Jammu,8,9513.9,1189.2375,70.25,44.0375,56.5875,0.081929375,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Jharsuguda,8,3588.7,448.5875,69.875,40.8375,25.8125,0.033452125,Normal,Monitor performance
Bhubaneswar - Jodhpur,12,18211.5,1517.625,74.58333333,52.3,72.60833333,0.052718417,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Kakinada,10,4967.8,496.78,66.9,48.25,25.73,0.0660533,Normal,Monitor performance
Bhubaneswar - Kanpur,16,23696.9,1481.05625,71.375,48.0125,57.89375,0.061926875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Karnal,10,15265.3,1526.53,64.3,44.97,52.68,0.0609908,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Karur,8,10912.5,1364.0625,77.125,47.2375,63.2,0.04714875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Katni,7,10564.7,1509.242857,56.85714286,54.5,50.92857143,0.068433286,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Khandwa,13,8500.1,653.8538462,71.23076923,48.76153846,28.65384615,0.079148,Normal,Monitor performance
Bhubaneswar - Kochi,11,6541.3,594.6636364,68.63636364,46.56363636,26.32727273,0.056357727,Normal,Monitor performance
Bhubaneswar - Kolhapur,7,8891.4,1270.2,80.57142857,60.4,33.72857143,0.083739714,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Kolkata,14,11805.3,843.2357143,70.07142857,49.9,39.14285714,0.057318857,Normal,Monitor performance
Bhubaneswar - Korba,13,5567.4,428.2615385,74,50.62307692,18.93076923,0.068308846,Normal,Monitor performance
Bhubaneswar - Kota,13,24140.5,1856.961538,71.30769231,50.26153846,69.66153846,0.078617538,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Lucknow,12,14817.6,1234.8,70.25,52.1,59.63333333,0.031429333,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Ludhiana,11,2066.4,187.8545455,74.09090909,49.75454545,12.87272727,0.041097818,Normal,Monitor performance
Bhubaneswar - Madurai,12,10863.1,905.2583333,62.5,50.29166667,41.35,0.052512333,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Mangalore,6,7964.4,1327.4,66,53.15,65.56666667,0.065545667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Meerut,18,9577.1,532.0611111,68.88888889,48.55555556,20.10555556,0.050212333,Normal,Monitor performance
Bhubaneswar - Moradabad,10,8246.2,824.62,68.3,53.22,28.52,0.1208594,Normal,Monitor performance
Bhubaneswar - Mumbai,17,3857.1,226.8882353,66.11764706,46.43529412,12.57058824,0.061416882,Normal,Monitor performance
Bhubaneswar - Nagpur,8,5680.7,710.0875,74,47.3,36.65,0.02858975,Normal,Monitor performance
Bhubaneswar - Nashik,10,6756.8,675.68,64.3,50.47,34.94,0.045422,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Nellore,8,15715.7,1964.4625,74,53.875,61.225,0.078375875,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Panipat,9,7670.2,852.2444444,69.88888889,51.46666667,34.72222222,0.034394556,Normal,Monitor performance
Bhubaneswar - Patna,14,18038.7,1288.478571,69.28571429,51.36428571,47.75714286,0.065406429,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Prayagraj,6,2379.2,396.5333333,61.5,41.91666667,24.53333333,0.058795833,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Pune,6,7852.4,1308.733333,76.16666667,48.78333333,52.63333333,0.0849635,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Purnia,13,18687,1437.461538,76.92307692,48.48461538,53.82307692,0.074870846,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Raipur,11,7286,662.3636364,67.45454545,47.6,40.21818182,0.033449364,Normal,Monitor performance
Bhubaneswar - Rajkot,11,6684.1,607.6454545,64.63636364,47.56363636,32.19090909,0.028800364,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Ranchi,13,17060.8,1312.369231,68.23076923,51.13846154,47.46153846,0.03764,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Ratlam,8,7053.8,881.725,68.25,52.25,38.6625,0.0479295,Normal,Monitor performance
Bhubaneswar - Rewa,2,3348.7,1674.35,54,49.2,59.3,0.0634825,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Rohtak,10,12049.9,1204.99,67.3,50.04,54.63,0.0714286,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Rourkela,8,9394.4,1174.3,68.375,49.575,48.625,0.03689725,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Sagar,5,974.6,194.92,63.6,47.02,21.74,0.037977,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Sangli,5,6314.1,1262.82,76.6,51.92,56.7,0.0944724,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Satna,10,12861.4,1286.14,65.8,45.89,62.58,0.0419035,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Shillong,11,19973.4,1815.763636,65.81818182,51.74545455,54.41818182,0.083146364,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Shimla,7,7811.9,1115.985714,53.42857143,54.02857143,39.7,0.039535714,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Silchar,6,12109.9,2018.316667,60.16666667,49.43333333,66.86666667,0.097279833,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Siliguri,12,23713.2,1976.1,67.25,52.425,67.13333333,0.08958125,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Solapur,8,8244.1,1030.5125,74.375,49.3375,43.375,0.04927375,Normal,Monitor performance
Bhubaneswar - Sonipat,8,9743.3,1217.9125,72.5,46.75,55.4125,0.05123375,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Srinagar,12,7301.7,608.475,69.66666667,50.83333333,25.53333333,0.039325667,Normal,Monitor performance
Bhubaneswar - Surat,6,5212.9,868.8166667,67.33333333,51.76666667,33.06666667,0.056574833,Normal,Monitor performance
Bhubaneswar - Thiruvananthapuram,12,18138,1511.5,64.91666667,49.03333333,46.50833333,0.04843925,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Tirunelveli,17,18545.9,1090.935294,71.35294118,49.25882353,47.57647059,0.063726765,Normal,Monitor performance
Bhubaneswar - Tirupati,12,15715.3,1309.608333,67.16666667,48.1,59.68333333,0.0552985,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Tiruppur,9,3750.4,416.7111111,63.77777778,52.55555556,22.37777778,0.035402556,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Udaipur,10,13784.9,1378.49,76.9,49.68,71.86,0.0265521,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Ujjain,11,17951.4,1631.945455,75.09090909,50.05454545,55.46363636,0.038165,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bhubaneswar - Varanasi,10,4942.2,494.22,74.9,49.4,28.05,0.0371274,Normal,Monitor performance
Bhubaneswar - Vidisha,8,11498.4,1437.3,64.375,50.8875,50.1625,0.0282625,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Vijayawada,7,8419.3,1202.757143,63.71428571,52.15714286,40.71428571,0.080536,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bhubaneswar - Visakhapatnam,6,4443.4,740.5666667,69.33333333,49.11666667,42.26666667,0.0618765,Normal,Monitor performance
Bhubaneswar - Warangal,11,6714.9,610.4454545,69.63636364,45.01818182,29.55454545,0.048330818,Normal,Monitor performance
Bhubaneswar - Wardha,12,10685,890.4166667,65.08333333,48.09166667,44.29166667,0.047837167,Low Utilization Lane,Improve load planning and shipment consolidation
Bhubaneswar - Yavatmal,10,7699.6,769.96,77.7,47.91,33.56,0.0441123,Normal,Monitor performance
Bikaner - Agartala,8,5729.3,716.1625,74.125,50.8375,28.775,0.079526625,Normal,Monitor performance
Bikaner - Agra,12,4658.1,388.175,63,48.00833333,17.96666667,0.051731833,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Ahmedabad,10,11146.1,1114.61,71.4,48.57,47.26,0.0515154,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Ajmer,11,4476.5,406.9545455,66.18181818,50.84545455,19.32727273,0.050030909,Normal,Monitor performance
Bikaner - Akola,12,8472.3,706.025,67.58333333,51.93333333,27.675,0.080545,Normal,Monitor performance
Bikaner - Alwar,9,10564.9,1173.877778,67.55555556,53.23333333,47.1,0.051936889,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Amritsar,15,1656.3,110.42,73.06666667,53.8,7.646666667,0.047611733,Normal,Monitor performance
Bikaner - Anantapur,8,9638.5,1204.8125,61.5,48.75,53.0125,0.0374475,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Bikaner - Asansol,17,26012.3,1530.135294,66.11764706,47.35294118,66.7,0.041422706,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Aurangabad,12,1340.9,111.7416667,77.16666667,50.18333333,9.8,0.032872083,Normal,Monitor performance
Bikaner - Ballari,10,4999.1,499.91,63.6,47.48,22,0.042335,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Bangalore,11,9834.1,894.0090909,66.36363636,52.41818182,43.93636364,0.055512909,Normal,Monitor performance
Bikaner - Bareilly,8,7667.5,958.4375,62.75,48.375,44.7625,0.021876875,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Belagavi,9,10573,1174.777778,78.77777778,45.66666667,58,0.067185667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Belgaum,6,1055.9,175.9833333,65.5,45.98333333,14,0.024914833,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Bhopal,7,12046.7,1720.957143,71,52.04285714,64.55714286,0.092088571,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Bhubaneswar,13,1901.6,146.2769231,64.76923077,50.75384615,10.83846154,0.023940308,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Bilaspur,5,3366.9,673.38,70.2,53.34,26.12,0.082863,Normal,Monitor performance
Bikaner - Burhanpur,12,9796.6,816.3833333,69.41666667,49.075,38.56666667,0.044504833,Normal,Monitor performance
Bikaner - Chandigarh,11,16332.4,1484.763636,68.09090909,47.82727273,50.28181818,0.046675091,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Chandrapur,4,1737.7,434.425,67.75,54.3,37.775,0.0169185,Normal,Monitor performance
Bikaner - Chennai,12,18614.7,1551.225,71.5,49,54.45,0.082495167,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Coimbatore,12,3899.8,324.9833333,67.16666667,55.025,18.075,0.05945225,Normal,Monitor performance
Bikaner - Cuttack,12,16410.4,1367.533333,73.58333333,49.85,50.075,0.049765583,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Darbhanga,10,19405.9,1940.59,70,49.33,62.71,0.0804003,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Davangere,14,18810.7,1343.621429,67.28571429,51.21428571,55.04285714,0.048773714,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Dehradun,11,12523.1,1138.463636,68.27272727,52.21818182,51.11818182,0.028745818,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Delhi,9,12276.8,1364.088889,73.66666667,53.06666667,52.8,0.034631,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Dhanbad,8,7672.9,959.1125,62.5,49.325,38.15,0.038607,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Durgapur,11,13273.6,1206.690909,71.63636364,52.69090909,43.46363636,0.027691545,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Erode,6,6523.5,1087.25,72.83333333,46.66666667,44.06666667,0.043586,Normal,Monitor performance
Bikaner - Ghaziabad,9,4300.5,477.8333333,60,47.3,24.44444444,0.047736889,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Guntur,16,4651.1,290.69375,71.375,50.6375,16.4375,0.033711438,Normal,Monitor performance
Bikaner - Gurgaon,12,12153.5,1012.791667,68.16666667,48.78333333,45.44166667,0.068045833,Normal,Monitor performance
Bikaner - Guwahati,5,6819.9,1363.98,79.8,44.08,51.14,0.0948358,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Gwalior,12,8402.2,700.1833333,64.41666667,48.18333333,34.11666667,0.046393,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Haldia,9,9905.9,1100.655556,63.22222222,54.06666667,41.37777778,0.045318667,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Haridwar,18,4287.1,238.1722222,64.5,54.57777778,14.75,0.039464778,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Hassan,6,5866.3,977.7166667,75.83333333,48.16666667,53.75,0.021987667,Normal,Monitor performance
Bikaner - Hisar,11,8724.2,793.1090909,65.72727273,52.29090909,28.82727273,0.095175182,Low Utilization Lane,Improve load planning and shipment consolidation
Bikaner - Hoshangabad,12,12047.3,1003.941667,72.33333333,51.93333333,51.025,0.029169583,Normal,Monitor performance
Bikaner - Hubli,6,7272.5,1212.083333,68.83333333,42.33333333,61.03333333,0.059884167,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Hyderabad,9,5829.4,647.7111111,73,48.04444444,32.37777778,0.045022333,Normal,Monitor performance
Bikaner - Imphal,10,14544.4,1454.44,66.9,48.27,62.92,0.0395241,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Indore,18,20790.5,1155.027778,66.5,47.18333333,46.07777778,0.049125611,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Itanagar,8,12220.4,1527.55,70.25,50.0625,54.325,0.04219775,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Jabalpur,7,5774,824.8571429,76.71428571,51.92857143,48.24285714,0.026058,Normal,Monitor performance
Bikaner - Jaipur,9,10727.7,1191.966667,72.88888889,52.2,42.55555556,0.057272667,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Bikaner - Jalandhar,10,8784.2,878.42,72.6,51.32,45.4,0.0421983,Normal,Monitor performance
Bikaner - Jammu,9,9249.6,1027.733333,77.22222222,49.85555556,46.06666667,0.067799222,Normal,Monitor performance
Bikaner - Jharsuguda,8,3424.5,428.0625,71.5,52.1125,17.675,0.03957025,Normal,Monitor performance
Bikaner - Jodhpur,15,25753.4,1716.893333,71.66666667,49.32666667,74.2,0.056623333,High Emission Lane,Evaluate cleaner fuel vehicles and routing
